work_date,week_start,month,shift,department,orders_picked,accurate_orders,units_picked,labor_hours,quality_defects,safety_incidents
2025-03-22,2025-03-17,2025-03,Night,Pack,3853,3835,12330,89.8,23,0
2025-03-22,2025-03-17,2025-03,Day,Ship,3017,2989,9654,86.0,20,0
2025-03-22,2025-03-17,2025-03,Night,Ship,3468,3439,11098,105.7,25,0
2025-03-22,2025-03-17,2025-03,Day,Returns,2001,1964,6404,92.4,63,0
2025-03-22,2025-03-17,2025-03,Night,Returns,2531,2491,8098,113.4,48,0
2025-03-23,2025-03-17,2025-03,Day,Inbound,3672,3672,11750,114.7,45,0
2025-03-23,2025-03-17,2025-03,Night,Inbound,2415,2410,7729,101.1,35,0
2025-03-23,2025-03-17,2025-03,Day,Pick,2699,2695,8636,76.1,16,0
2025-03-23,2025-03-17,2025-03,Night,Pick,2610,2580,8352,68.5,30,0
2025-03-23,2025-03-17,2025-03,Day,Pack,2942,2919,9416,73.9,19,0
2025-03-23,2025-03-17,2025-03,Night,Pack,3479,3452,11134,91.4,38,0
2025-03-23,2025-03-17,2025-03,Day,Ship,2637,2618,8437,75.4,24,0
2025-03-23,2025-03-17,2025-03,Night,Ship,3330,3296,10656,117.5,23,0
2025-03-23,2025-03-17,2025-03,Day,Returns,2185,2152,6992,96.7,47,0
2025-03-23,2025-03-17,2025-03,Night,Returns,1699,1676,5437,103.0,48,0
2025-03-24,2025-03-24,2025-03,Day,Inbound,2939,2893,9405,94.6,37,0
2025-03-24,2025-03-24,2025-03,Night,Inbound,2981,2945,9538,109.7,24,0
2025-03-24,2025-03-24,2025-03,Day,Pick,3960,3937,12673,104.0,32,0
2025-03-24,2025-03-24,2025-03,Night,Pick,4373,4350,13993,133.2,36,0
2025-03-24,2025-03-24,2025-03,Day,Pack,5162,5136,16518,112.6,48,0
2025-03-24,2025-03-24,2025-03,Night,Pack,3635,3632,11631,105.6,29,0
2025-03-24,2025-03-24,2025-03,Day,Ship,3780,3744,12095,116.8,54,0
2025-03-24,2025-03-24,2025-03,Night,Ship,3391,3364,10852,101.8,34,0
2025-03-24,2025-03-24,2025-03,Day,Returns,3038,2978,9721,128.6,88,0
2025-03-24,2025-03-24,2025-03,Night,Returns,2469,2434,7901,132.6,64,0
2025-03-25,2025-03-24,2025-03,Day,Inbound,3918,3856,12536,131.9,46,0
2025-03-25,2025-03-24,2025-03,Night,Inbound,2030,2005,6496,83.3,15,0
2025-03-25,2025-03-24,2025-03,Day,Pick,4215,4162,13487,103.1,36,0
2025-03-25,2025-03-24,2025-03,Night,Pick,2232,2216,7141,70.5,21,0
2025-03-25,2025-03-24,2025-03,Day,Pack,4556,4556,14580,98.8,24,0
2025-03-25,2025-03-24,2025-03,Night,Pack,5755,5734,18415,130.3,37,0
2025-03-25,2025-03-24,2025-03,Day,Ship,2566,2549,8211,70.9,25,0
2025-03-25,2025-03-24,2025-03,Night,Ship,2346,2343,7506,80.9,31,0
2025-03-25,2025-03-24,2025-03,Day,Returns,1539,1516,4926,70.2,54,0
2025-03-25,2025-03-24,2025-03,Night,Returns,2233,2208,7147,115.0,83,0
2025-03-26,2025-03-24,2025-03,Day,Inbound,3405,3400,10895,103.8,46,0
2025-03-26,2025-03-24,2025-03,Night,Inbound,2332,2322,7462,90.3,18,0
2025-03-26,2025-03-24,2025-03,Day,Pick,4493,4478,14378,113.5,70,0
2025-03-26,2025-03-24,2025-03,Night,Pick,3570,3552,11423,95.4,38,0
2025-03-26,2025-03-24,2025-03,Day,Pack,3686,3676,11796,84.6,20,0
2025-03-26,2025-03-24,2025-03,Night,Pack,5018,5018,16056,129.3,13,0
2025-03-26,2025-03-24,2025-03,Day,Ship,3682,3657,11781,107.8,39,0
2025-03-26,2025-03-24,2025-03,Night,Ship,4008,3972,12827,131.9,34,0
2025-03-26,2025-03-24,2025-03,Day,Returns,3003,2974,9610,137.5,79,0
2025-03-26,2025-03-24,2025-03,Night,Returns,2648,2602,8472,126.6,75,0
2025-03-27,2025-03-24,2025-03,Day,Inbound,3277,3233,10485,98.1,48,0
2025-03-27,2025-03-24,2025-03,Night,Inbound,3728,3674,11929,132.9,61,0
2025-03-27,2025-03-24,2025-03,Day,Pick,3408,3404,10905,94.4,28,0
2025-03-27,2025-03-24,2025-03,Night,Pick,3681,3681,11779,101.9,36,0
2025-03-27,2025-03-24,2025-03,Day,Pack,4754,4754,15213,108.0,54,0
2025-03-27,2025-03-24,2025-03,Night,Pack,3829,3806,12253,92.3,31,0
2025-03-27,2025-03-24,2025-03,Day,Ship,3475,3435,11121,96.0,18,0
2025-03-27,2025-03-24,2025-03,Night,Ship,4092,4045,13096,127.9,24,0
2025-03-27,2025-03-24,2025-03,Day,Returns,2021,1992,6466,85.9,78,0
2025-03-27,2025-03-24,2025-03,Night,Returns,1845,1811,5903,93.1,65,0
2025-03-28,2025-03-24,2025-03,Day,Inbound,3195,3165,10223,107.0,27,0
2025-03-28,2025-03-24,2025-03,Night,Inbound,3431,3388,10980,124.6,21,0
2025-03-28,2025-03-24,2025-03,Day,Pick,2989,2973,9566,78.7,39,0
2025-03-28,2025-03-24,2025-03,Night,Pick,4504,4483,14413,114.6,25,0
2025-03-28,2025-03-24,2025-03,Day,Pack,3160,3128,10111,72.1,29,0
2025-03-28,2025-03-24,2025-03,Night,Pack,5699,5664,18238,137.5,37,0
2025-03-28,2025-03-24,2025-03,Day,Ship,4672,4642,14949,138.2,42,0
2025-03-28,2025-03-24,2025-03,Night,Ship,2756,2728,8819,101.4,32,0
2025-03-28,2025-03-24,2025-03,Day,Returns,2653,2604,8491,121.0,83,0
2025-03-28,2025-03-24,2025-03,Night,Returns,2147,2100,6871,110.8,43,0
2025-03-29,2025-03-24,2025-03,Day,Inbound,2705,2671,8657,91.4,29,0
2025-03-29,2025-03-24,2025-03,Night,Inbound,1748,1741,5593,71.5,28,0
2025-03-29,2025-03-24,2025-03,Day,Pick,2202,2189,7046,73.1,25,0
2025-03-29,2025-03-24,2025-03,Night,Pick,2509,2487,8030,77.0,17,0
2025-03-29,2025-03-24,2025-03,Day,Pack,4548,4523,14553,108.6,36,0
2025-03-29,2025-03-24,2025-03,Night,Pack,3306,3298,10579,82.3,41,0
2025-03-29,2025-03-24,2025-03,Day,Ship,3760,3723,12033,109.3,44,0
2025-03-29,2025-03-24,2025-03,Night,Ship,3290,3253,10529,101.5,27,0
2025-03-29,2025-03-24,2025-03,Day,Returns,1395,1374,4465,60.1,43,0
2025-03-29,2025-03-24,2025-03,Night,Returns,2246,2211,7187,102.7,103,0
2025-03-30,2025-03-24,2025-03,Day,Inbound,1744,1723,5582,63.4,24,0
2025-03-30,2025-03-24,2025-03,Night,Inbound,2153,2140,6890,93.8,14,0
2025-03-30,2025-03-24,2025-03,Day,Pick,4438,4436,14200,114.5,34,0
2025-03-30,2025-03-24,2025-03,Night,Pick,3052,3020,9766,100.0,33,0
2025-03-30,2025-03-24,2025-03,Day,Pack,3424,3405,10958,89.1,24,0
2025-03-30,2025-03-24,2025-03,Night,Pack,4092,4075,13096,111.7,30,0
2025-03-30,2025-03-24,2025-03,Day,Ship,3215,3203,10287,91.8,23,0
2025-03-30,2025-03-24,2025-03,Night,Ship,2299,2284,7356,69.9,20,0
2025-03-30,2025-03-24,2025-03,Day,Returns,1858,1834,5946,97.7,64,0
2025-03-30,2025-03-24,2025-03,Night,Returns,2011,1978,6434,101.7,41,0
2025-03-31,2025-03-31,2025-03,Day,Inbound,2609,2596,8348,75.7,39,1
2025-03-31,2025-03-31,2025-03,Night,Inbound,2191,2180,7010,86.5,25,0
2025-03-31,2025-03-31,2025-03,Day,Pick,2677,2653,8565,70.1,21,0
2025-03-31,2025-03-31,2025-03,Night,Pick,2424,2411,7758,70.9,20,0
2025-03-31,2025-03-31,2025-03,Day,Pack,5042,5024,16136,121.1,50,0
2025-03-31,2025-03-31,2025-03,Night,Pack,3725,3721,11919,97.9,23,0
2025-03-31,2025-03-31,2025-03,Day,Ship,2515,2515,8047,70.5,19,0
2025-03-31,2025-03-31,2025-03,Night,Ship,2779,2741,8894,88.6,31,0
2025-03-31,2025-03-31,2025-03,Day,Returns,1380,1360,4417,73.1,44,0
2025-03-31,2025-03-31,2025-03,Night,Returns,2114,2083,6764,108.2,59,0
2025-04-01,2025-03-31,2025-04,Day,Inbound,2111,2081,6756,72.0,22,0
2025-04-01,2025-03-31,2025-04,Night,Inbound,3231,3207,10339,116.0,47,0
2025-04-01,2025-03-31,2025-04,Day,Pick,4735,4684,15151,128.5,35,0
2025-04-01,2025-03-31,2025-04,Night,Pick,3290,3260,10529,87.3,41,0
2025-04-01,2025-03-31,2025-04,Day,Pack,3067,3067,9815,76.7,23,0
2025-04-01,2025-03-31,2025-04,Night,Pack,2593,2593,8297,71.9,20,0
2025-04-01,2025-03-31,2025-04,Day,Ship,3138,3123,10040,95.1,12,0
2025-04-01,2025-03-31,2025-04,Night,Ship,4215,4166,13489,134.2,16,0
2025-04-01,2025-03-31,2025-04,Day,Returns,3124,3064,9997,138.0,82,0
2025-04-01,2025-03-31,2025-04,Night,Returns,1392,1365,4453,85.5,35,0
2025-04-02,2025-03-31,2025-04,Day,Inbound,2914,2889,9325,94.5,28,0
2025-04-02,2025-03-31,2025-04,Night,Inbound,2328,2315,7451,80.6,27,0
2025-04-02,2025-03-31,2025-04,Day,Pick,2660,2649,8512,70.3,24,0
2025-04-02,2025-03-31,2025-04,Night,Pick,5258,5255,16827,135.2,56,0
2025-04-02,2025-03-31,2025-04,Day,Pack,3922,3922,12549,95.9,31,0
2025-04-02,2025-03-31,2025-04,Night,Pack,4621,4609,14787,117.0,27,0
2025-04-02,2025-03-31,2025-04,Day,Ship,2899,2870,9276,89.3,31,0
2025-04-02,2025-03-31,2025-04,Night,Ship,2925,2910,9359,94.6,26,0
2025-04-02,2025-03-31,2025-04,Day,Returns,2783,2720,8905,129.5,80,0
2025-04-02,2025-03-31,2025-04,Night,Returns,2763,2728,8843,129.4,75,0
2025-04-03,2025-03-31,2025-04,Day,Inbound,2682,2659,8583,97.2,23,0
2025-04-03,2025-03-31,2025-04,Night,Inbound,2898,2855,9274,105.0,38,0
2025-04-03,2025-03-31,2025-04,Day,Pick,4578,4530,14650,107.8,48,0
2025-04-03,2025-03-31,2025-04,Night,Pick,4537,4500,14517,131.4,37,0
2025-04-03,2025-03-31,2025-04,Day,Pack,4734,4733,15149,113.5,51,0
2025-04-03,2025-03-31,2025-04,Night,Pack,4263,4235,13643,113.5,24,0
2025-04-03,2025-03-31,2025-04,Day,Ship,4040,4017,12929,130.3,36,0
2025-04-03,2025-03-31,2025-04,Night,Ship,2519,2495,8060,74.2,18,0
2025-04-03,2025-03-31,2025-04,Day,Returns,1945,1913,6223,98.2,55,0
2025-04-03,2025-03-31,2025-04,Night,Returns,1330,1311,4255,70.8,38,0
2025-04-04,2025-03-31,2025-04,Day,Inbound,3256,3227,10419,110.9,47,0
2025-04-04,2025-03-31,2025-04,Night,Inbound,2113,2089,6762,77.5,33,0
2025-04-04,2025-03-31,2025-04,Day,Pick,3145,3124,10063,83.1,24,0
2025-04-04,2025-03-31,2025-04,Night,Pick,3435,3428,10991,96.8,36,0
2025-04-04,2025-03-31,2025-04,Day,Pack,4814,4767,15405,117.3,26,0
2025-04-04,2025-03-31,2025-04,Night,Pack,2823,2796,9034,85.4,26,0
2025-04-04,2025-03-31,2025-04,Day,Ship,3003,2984,9610,95.9,24,0
2025-04-04,2025-03-31,2025-04,Night,Ship,2215,2201,7088,77.4,26,0
2025-04-04,2025-03-31,2025-04,Day,Returns,1992,1953,6375,83.9,74,0
2025-04-04,2025-03-31,2025-04,Night,Returns,2031,1992,6499,110.6,75,1
2025-04-05,2025-03-31,2025-04,Day,Inbound,3216,3178,10290,112.8,32,0
2025-04-05,2025-03-31,2025-04,Night,Inbound,2715,2702,8688,99.4,20,0
2025-04-05,2025-03-31,2025-04,Day,Pick,4547,4539,14549,118.0,46,0
2025-04-05,2025-03-31,2025-04,Night,Pick,2658,2656,8506,84.0,23,0
2025-04-05,2025-03-31,2025-04,Day,Pack,4243,4233,13578,103.5,13,0
2025-04-05,2025-03-31,2025-04,Night,Pack,2752,2752,8806,67.0,18,0
2025-04-05,2025-03-31,2025-04,Day,Ship,3284,3252,10510,108.2,22,0
2025-04-05,2025-03-31,2025-04,Night,Ship,2198,2174,7032,73.0,21,0
2025-04-05,2025-03-31,2025-04,Day,Returns,2049,2024,6558,93.6,31,0
2025-04-05,2025-03-31,2025-04,Night,Returns,1621,1591,5187,82.2,49,0
2025-04-06,2025-03-31,2025-04,Day,Inbound,3278,3254,10489,116.2,37,0
2025-04-06,2025-03-31,2025-04,Night,Inbound,1609,1588,5148,61.2,28,0
2025-04-06,2025-03-31,2025-04,Day,Pick,2461,2439,7876,65.9,38,0
2025-04-06,2025-03-31,2025-04,Night,Pick,3329,3294,10652,96.4,41,0
2025-04-06,2025-03-31,2025-04,Day,Pack,3982,3982,12742,86.4,51,0
2025-04-06,2025-03-31,2025-04,Night,Pack,4766,4745,15252,115.4,40,0
2025-04-06,2025-03-31,2025-04,Day,Ship,2375,2358,7601,70.4,31,0
2025-04-06,2025-03-31,2025-04,Night,Ship,3378,3334,10809,99.0,35,0
2025-04-06,2025-03-31,2025-04,Day,Returns,1543,1505,4938,74.5,31,0
2025-04-06,2025-03-31,2025-04,Night,Returns,1378,1357,4408,64.9,27,0
2025-04-07,2025-04-07,2025-04,Day,Inbound,3008,2976,9627,105.4,41,0
2025-04-07,2025-04-07,2025-04,Night,Inbound,2614,2599,8365,99.2,31,0
2025-04-07,2025-04-07,2025-04,Day,Pick,3580,3573,11457,98.9,28,0
2025-04-07,2025-04-07,2025-04,Night,Pick,3207,3184,10263,87.7,24,0
2025-04-07,2025-04-07,2025-04,Day,Pack,4047,4047,12951,86.2,34,0
2025-04-07,2025-04-07,2025-04,Night,Pack,4702,4697,15046,124.0,34,0
2025-04-07,2025-04-07,2025-04,Day,Ship,3563,3495,11402,102.2,22,0
2025-04-07,2025-04-07,2025-04,Night,Ship,2941,2928,9411,92.9,29,0
2025-04-07,2025-04-07,2025-04,Day,Returns,3088,3026,9880,135.9,63,0
2025-04-07,2025-04-07,2025-04,Night,Returns,2219,2167,7101,99.6,68,0
2025-04-08,2025-04-07,2025-04,Day,Inbound,3832,3783,12263,117.6,57,0
2025-04-08,2025-04-07,2025-04,Night,Inbound,2480,2457,7935,92.2,37,0
2025-04-08,2025-04-07,2025-04,Day,Pick,3285,3280,10511,98.5,28,0
2025-04-08,2025-04-07,2025-04,Night,Pick,3882,3869,12423,107.0,36,0
2025-04-08,2025-04-07,2025-04,Day,Pack,4676,4668,14962,99.8,37,0
2025-04-08,2025-04-07,2025-04,Night,Pack,4610,4592,14752,118.7,47,0
2025-04-08,2025-04-07,2025-04,Day,Ship,4017,3994,12854,113.9,25,0
2025-04-08,2025-04-07,2025-04,Night,Ship,2961,2938,9475,106.3,23,0
2025-04-08,2025-04-07,2025-04,Day,Returns,3074,3043,9838,131.1,72,0
2025-04-08,2025-04-07,2025-04,Night,Returns,2007,1991,6421,114.3,66,0
2025-04-09,2025-04-07,2025-04,Day,Inbound,3611,3595,11556,127.4,61,0
2025-04-09,2025-04-07,2025-04,Night,Inbound,3202,3154,10247,133.3,27,0
2025-04-09,2025-04-07,2025-04,Day,Pick,4520,4520,14464,119.4,37,0
2025-04-09,2025-04-07,2025-04,Night,Pick,3308,3279,10585,96.2,38,0
2025-04-09,2025-04-07,2025-04,Day,Pack,4801,4762,15364,104.6,37,0
2025-04-09,2025-04-07,2025-04,Night,Pack,3765,3756,12049,105.4,43,0
2025-04-09,2025-04-07,2025-04,Day,Ship,4417,4404,14133,135.6,38,0
2025-04-09,2025-04-07,2025-04,Night,Ship,2477,2451,7925,76.8,21,0
2025-04-09,2025-04-07,2025-04,Day,Returns,3250,3185,10399,138.3,96,0
2025-04-09,2025-04-07,2025-04,Night,Returns,2081,2042,6658,108.5,41,0
2025-04-10,2025-04-07,2025-04,Day,Inbound,2578,2556,8249,92.6,36,0
2025-04-10,2025-04-07,2025-04,Night,Inbound,2818,2812,9019,105.1,40,0
2025-04-10,2025-04-07,2025-04,Day,Pick,4803,4788,15370,136.6,48,0
2025-04-10,2025-04-07,2025-04,Night,Pick,4687,4661,14997,130.8,39,0
2025-04-10,2025-04-07,2025-04,Day,Pack,4178,4178,13368,99.2,43,0
2025-04-10,2025-04-07,2025-04,Night,Pack,2817,2805,9013,75.1,29,0
2025-04-10,2025-04-07,2025-04,Day,Ship,2521,2496,8068,74.1,23,0
2025-04-10,2025-04-07,2025-04,Night,Ship,2438,2418,7801,80.7,19,0
2025-04-10,2025-04-07,2025-04,Day,Returns,1690,1643,5407,80.4,58,0
2025-04-10,2025-04-07,2025-04,Night,Returns,2370,2328,7584,125.3,100,0
2025-04-11,2025-04-07,2025-04,Day,Inbound,3881,3820,12418,120.2,42,0
2025-04-11,2025-04-07,2025-04,Night,Inbound,2848,2822,9112,104.2,39,0
2025-04-11,2025-04-07,2025-04,Day,Pick,2512,2478,8039,73.9,12,0
2025-04-11,2025-04-07,2025-04,Night,Pick,3496,3463,11186,94.5,25,0
2025-04-11,2025-04-07,2025-04,Day,Pack,3920,3900,12545,88.6,39,0
2025-04-11,2025-04-07,2025-04,Night,Pack,4357,4306,13943,121.9,37,0
2025-04-11,2025-04-07,2025-04,Day,Ship,3091,3070,9890,89.7,28,0
2025-04-11,2025-04-07,2025-04,Night,Ship,3514,3502,11245,122.0,36,0
2025-04-11,2025-04-07,2025-04,Day,Returns,1948,1922,6232,88.1,39,0
2025-04-11,2025-04-07,2025-04,Night,Returns,2531,2489,8099,122.0,53,0
2025-04-12,2025-04-07,2025-04,Day,Inbound,3459,3398,11070,114.7,36,0
2025-04-12,2025-04-07,2025-04,Night,Inbound,1758,1751,5624,74.8,34,0
2025-04-12,2025-04-07,2025-04,Day,Pick,2420,2404,7743,71.1,25,0
2025-04-12,2025-04-07,2025-04,Night,Pick,3130,3114,10015,107.3,27,0
2025-04-12,2025-04-07,2025-04,Day,Pack,4579,4579,14654,112.0,36,0
2025-04-12,2025-04-07,2025-04,Night,Pack,3677,3658,11766,95.2,33,0
2025-04-12,2025-04-07,2025-04,Day,Ship,3769,3739,12062,111.4,14,0
2025-04-12,2025-04-07,2025-04,Night,Ship,3342,3314,10693,103.6,43,0
2025-04-12,2025-04-07,2025-04,Day,Returns,2224,2202,7117,103.6,67,0
2025-04-12,2025-04-07,2025-04,Night,Returns,1129,1109,3613,60.9,30,0
2025-04-13,2025-04-07,2025-04,Day,Inbound,2563,2532,8202,96.3,31,0
2025-04-13,2025-04-07,2025-04,Night,Inbound,2469,2457,7901,108.7,33,0
2025-04-13,2025-04-07,2025-04,Day,Pick,2496,2490,7987,65.8,36,0
2025-04-13,2025-04-07,2025-04,Night,Pick,3725,3717,11921,114.4,46,0
2025-04-13,2025-04-07,2025-04,Day,Pack,2535,2534,8111,60.1,19,0
2025-04-13,2025-04-07,2025-04,Night,Pack,4712,4686,15077,107.6,57,0
2025-04-13,2025-04-07,2025-04,Day,Ship,3349,3346,10717,84.5,31,0
2025-04-13,2025-04-07,2025-04,Night,Ship,2331,2313,7459,70.3,20,0
2025-04-13,2025-04-07,2025-04,Day,Returns,2195,2162,7023,110.7,62,0
2025-04-13,2025-04-07,2025-04,Night,Returns,2168,2149,6936,106.4,44,0
2025-04-14,2025-04-14,2025-04,Day,Inbound,3219,3187,10300,119.6,33,0
2025-04-14,2025-04-14,2025-04,Night,Inbound,2945,2927,9424,113.4,26,0
2025-04-14,2025-04-14,2025-04,Day,Pick,2970,2963,9504,70.5,34,0
2025-04-14,2025-04-14,2025-04,Night,Pick,2202,2197,7046,72.5,14,0
2025-04-14,2025-04-14,2025-04,Day,Pack,4654,4649,14892,96.4,23,0
2025-04-14,2025-04-14,2025-04,Night,Pack,3546,3538,11347,96.1,23,0
2025-04-14,2025-04-14,2025-04,Day,Ship,2879,2846,9213,75.0,41,0
2025-04-14,2025-04-14,2025-04,Night,Ship,3157,3144,10101,105.1,16,0
2025-04-14,2025-04-14,2025-04,Day,Returns,2166,2123,6932,100.7,78,0
2025-04-14,2025-04-14,2025-04,Night,Returns,1637,1607,5238,79.1,43,0
2025-04-15,2025-04-14,2025-04,Day,Inbound,3820,3772,12224,139.3,46,0
2025-04-15,2025-04-14,2025-04,Night,Inbound,2434,2404,7790,93.1,22,0
2025-04-15,2025-04-14,2025-04,Day,Pick,2897,2883,9271,73.1,40,0
2025-04-15,2025-04-14,2025-04,Night,Pick,2979,2955,9534,94.8,20,0
2025-04-15,2025-04-14,2025-04,Day,Pack,3490,3490,11167,75.8,42,0
2025-04-15,2025-04-14,2025-04,Night,Pack,3832,3809,12262,97.8,30,0
2025-04-15,2025-04-14,2025-04,Day,Ship,2875,2860,9200,84.4,23,0
2025-04-15,2025-04-14,2025-04,Night,Ship,4484,4464,14350,134.7,23,0
2025-04-15,2025-04-14,2025-04,Day,Returns,2106,2054,6738,84.2,57,0
2025-04-15,2025-04-14,2025-04,Night,Returns,1718,1680,5498,97.6,52,0
2025-04-16,2025-04-14,2025-04,Day,Inbound,2586,2564,8275,93.1,24,0
2025-04-16,2025-04-14,2025-04,Night,Inbound,3094,3058,9902,114.2,41,0
2025-04-16,2025-04-14,2025-04,Day,Pick,4339,4312,13885,121.2,40,0
2025-04-16,2025-04-14,2025-04,Night,Pick,3503,3480,11211,103.8,40,0
2025-04-16,2025-04-14,2025-04,Day,Pack,3111,3105,9955,84.1,39,0
2025-04-16,2025-04-14,2025-04,Night,Pack,4565,4531,14607,123.4,42,1
2025-04-16,2025-04-14,2025-04,Day,Ship,3264,3249,10444,103.1,36,0
2025-04-16,2025-04-14,2025-04,Night,Ship,2474,2458,7918,89.2,25,0
2025-04-16,2025-04-14,2025-04,Day,Returns,2205,2168,7056,105.7,52,0
2025-04-16,2025-04-14,2025-04,Night,Returns,2762,2720,8837,119.7,85,0
2025-04-17,2025-04-14,2025-04,Day,Inbound,2465,2433,7888,83.0,35,0
2025-04-17,2025-04-14,2025-04,Night,Inbound,2304,2295,7374,83.6,14,0
2025-04-17,2025-04-14,2025-04,Day,Pick,5800,5767,18560,134.9,53,0
2025-04-17,2025-04-14,2025-04,Night,Pick,3419,3382,10941,97.7,31,0
2025-04-17,2025-04-14,2025-04,Day,Pack,5808,5808,18587,136.8,59,0
2025-04-17,2025-04-14,2025-04,Night,Pack,3099,3075,9916,74.8,17,0
2025-04-17,2025-04-14,2025-04,Day,Ship,2735,2735,8751,73.3,26,0
2025-04-17,2025-04-14,2025-04,Night,Ship,2689,2676,8606,90.0,33,0
2025-04-17,2025-04-14,2025-04,Day,Returns,2138,2102,6842,99.5,76,0
2025-04-17,2025-04-14,2025-04,Night,Returns,2311,2281,7396,110.5,75,0
2025-04-18,2025-04-14,2025-04,Day,Inbound,3935,3893,12591,128.7,51,0
2025-04-18,2025-04-14,2025-04,Night,Inbound,1864,1854,5966,74.7,28,0
2025-04-18,2025-04-14,2025-04,Day,Pick,3635,3619,11633,93.1,39,0
2025-04-18,2025-04-14,2025-04,Night,Pick,2945,2942,9423,81.5,25,0
2025-04-18,2025-04-14,2025-04,Day,Pack,4116,4094,13170,85.6,27,0
2025-04-18,2025-04-14,2025-04,Night,Pack,3638,3595,11640,92.2,28,0
2025-04-18,2025-04-14,2025-04,Day,Ship,2315,2293,7408,72.0,21,0
2025-04-18,2025-04-14,2025-04,Night,Ship,2359,2353,7550,80.4,16,0
2025-04-18,2025-04-14,2025-04,Day,Returns,1677,1652,5366,79.0,43,0
2025-04-18,2025-04-14,2025-04,Night,Returns,2617,2557,8375,139.8,62,0
2025-04-19,2025-04-14,2025-04,Day,Inbound,2796,2767,8948,94.9,39,0
2025-04-19,2025-04-14,2025-04,Night,Inbound,2388,2353,7640,86.9,29,0
2025-04-19,2025-04-14,2025-04,Day,Pick,3487,3450,11159,94.4,36,0
2025-04-19,2025-04-14,2025-04,Night,Pick,2736,2723,8755,81.1,23,0
2025-04-19,2025-04-14,2025-04,Day,Pack,4871,4850,15587,111.5,26,0
2025-04-19,2025-04-14,2025-04,Night,Pack,3452,3438,11047,98.3,24,0
2025-04-19,2025-04-14,2025-04,Day,Ship,2412,2387,7719,76.9,9,0
2025-04-19,2025-04-14,2025-04,Night,Ship,1886,1880,6036,59.8,17,0
2025-04-19,2025-04-14,2025-04,Day,Returns,1531,1498,4900,69.7,42,0
2025-04-19,2025-04-14,2025-04,Night,Returns,2368,2324,7579,113.5,64,0
2025-04-20,2025-04-14,2025-04,Day,Inbound,3225,3205,10321,102.0,23,0
2025-04-20,2025-04-14,2025-04,Night,Inbound,2834,2803,9070,111.4,39,0
2025-04-20,2025-04-14,2025-04,Day,Pick,2925,2890,9361,75.7,26,0
2025-04-20,2025-04-14,2025-04,Night,Pick,2908,2883,9304,90.8,23,0
2025-04-20,2025-04-14,2025-04,Day,Pack,3695,3679,11825,75.9,34,0
2025-04-20,2025-04-14,2025-04,Night,Pack,4011,3998,12834,93.1,33,0
2025-04-20,2025-04-14,2025-04,Day,Ship,3361,3338,10755,104.7,33,0
2025-04-20,2025-04-14,2025-04,Night,Ship,1932,1919,6182,62.1,18,0
2025-04-20,2025-04-14,2025-04,Day,Returns,2059,2027,6589,87.3,75,0
2025-04-20,2025-04-14,2025-04,Night,Returns,1838,1811,5882,87.2,71,0
2025-04-21,2025-04-21,2025-04,Day,Inbound,3973,3923,12713,130.6,38,0
2025-04-21,2025-04-21,2025-04,Night,Inbound,2544,2502,8140,91.8,29,0
2025-04-21,2025-04-21,2025-04,Day,Pick,3381,3365,10819,86.6,31,0
2025-04-21,2025-04-21,2025-04,Night,Pick,4372,4364,13989,124.2,42,0
2025-04-21,2025-04-21,2025-04,Day,Pack,6042,5988,19333,136.4,23,0
2025-04-21,2025-04-21,2025-04,Night,Pack,4890,4867,15647,110.0,29,0
2025-04-21,2025-04-21,2025-04,Day,Ship,4528,4499,14490,121.0,44,0
2025-04-21,2025-04-21,2025-04,Night,Ship,2288,2288,7322,76.9,21,0
2025-04-21,2025-04-21,2025-04,Day,Returns,2519,2477,8062,123.5,59,0
2025-04-21,2025-04-21,2025-04,Night,Returns,2359,2302,7549,123.0,40,0
2025-04-22,2025-04-21,2025-04,Day,Inbound,3217,3157,10295,114.6,25,0
2025-04-22,2025-04-21,2025-04,Night,Inbound,3540,3513,11329,128.0,30,0
2025-04-22,2025-04-21,2025-04,Day,Pick,4219,4196,13501,110.8,53,0
2025-04-22,2025-04-21,2025-04,Night,Pick,4854,4818,15532,127.0,73,0
2025-04-22,2025-04-21,2025-04,Day,Pack,5660,5603,18112,126.3,23,0
2025-04-22,2025-04-21,2025-04,Night,Pack,3746,3739,11986,90.8,27,0
2025-04-22,2025-04-21,2025-04,Day,Ship,2457,2455,7861,83.7,19,0
2025-04-22,2025-04-21,2025-04,Night,Ship,2560,2532,8191,79.9,25,0
2025-04-22,2025-04-21,2025-04,Day,Returns,2391,2354,7650,112.9,69,0
2025-04-22,2025-04-21,2025-04,Night,Returns,1764,1724,5645,89.0,61,0
2025-04-23,2025-04-21,2025-04,Day,Inbound,3477,3465,11127,116.6,39,0
2025-04-23,2025-04-21,2025-04,Night,Inbound,3309,3286,10589,124.7,45,0
2025-04-23,2025-04-21,2025-04,Day,Pick,3509,3470,11230,86.9,26,0
2025-04-23,2025-04-21,2025-04,Night,Pick,3807,3807,12183,106.0,26,0
2025-04-23,2025-04-21,2025-04,Day,Pack,4175,4175,13361,87.2,31,0
2025-04-23,2025-04-21,2025-04,Night,Pack,5394,5350,17262,132.9,41,0
2025-04-23,2025-04-21,2025-04,Day,Ship,3419,3374,10942,102.2,37,0
